日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260817,932000,中证2000,CSI 2000,003029,吉大正元,"Jilin University Zhengyuan Information Technologies Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003033,征和工业,"Qingdao CHOHO Industrial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003036,泰坦股份,"Zhejiang Taitan Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003037,三和管桩,"GUANGDONG SANHE PILE CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003038,鑫铂股份,"Anhui Xinbo Aluminum Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003040,楚天龙,"Chutian Dragon Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003041,真爱美家,"Zhejiang Truelove Vogue Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003043,华亚智能,"Suzhou Huaya Intelligence Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,600020,中原高速,Henan Zhongyuan Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600052,东望时代,"Zhejiang Dongwang Times Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600054,黄山旅游,Huangshan Tourism Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600067,冠城新材,"CITYCHAMP DARTONG ADVANCED MATERIALS CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600071,凤凰光学,Phoenix Optical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600073,光明肉业,"SHANGHAI BRIGHT MEAT GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600081,东风科技,Dongfeng Electronic Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600088,中视传媒,China Television Media Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600101,明星电力,Sichuan Mingxing Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600103,青山纸业,Fujian Qingshan Paper Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600106,重庆路桥,Chongqing Road & Bridge Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600108,亚盛集团,Gansu Yasheng Industrial (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600121,郑州煤电,Zhengzhou Coal Industry & Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600125,铁龙物流,China Railway Tielong Container Logistics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600127,金健米业,"Jinjian Cereals Industry Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600135,乐凯胶片,Lucky Film Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600138,中青旅,China CYTS Tours Holding Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600152,维科技术,"Veken Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600162,香江控股,"Shenzhen Heungkong Holding Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600168,武汉控股,Wuhan Sanzhen Industry Holding Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600173,卧龙新能,"Wolong New Energy Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600178,东安动力,Harbin Dongan Auto Engine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600189,泉阳泉,"JILIN QUANYANGQUAN Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600191,华资实业,Baotou Huazi Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600195,中牧股份,China Animal Husbandry Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600197,伊力特,Xinjiang Yilite Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600203,福日电子,Fujian Furi Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600207,安彩高科,Henan Ancai Hi-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600212,绿能慧充,"Gresgying Digital Energy Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600215,派斯林,"Paslin digital technology co., ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600218,全柴动力,Anhui Quanchai Engine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600222,太龙药业,Henan Taloph Pharmaceutical Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600223,福瑞达,"Lushang Freda Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600230,沧州大化,"Cangzhou Dahua Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600237,铜峰电子,Anhui Tongfeng Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600249,两面针,Liuzhou Liangmianzhen Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600250,南京商旅,"NANJING BUSINESS & TOURISM CORP., LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600251,冠农股份,"XINJIANG GUANNONG CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600255,鑫科材料,"ANHUI XINKE NEW MATERIALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600261,阳光照明,Zhejiang Yankon Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600262,北方股份,Inner Mongolia North Hauler Joint Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600278,东方创业,Orient International Enterprise Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600279,重庆港,"Chongqing Port Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600280,中央商场,"Nanjing Central Emporium (Group) Stocks Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600284,浦东建设,Shanghai Pudong Road & Bridge Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600288,大恒科技,Daheng New Epoch Technology Inc,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600293,三峡新材,Hubei Sanxia New Building Material Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600300,维维股份,"V V Food & Beverage Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600310,广西能源,"Guangxi Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600313,农发种业,"Zhongnongfa Seed Industry Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600318,新力金融,"Anhui Xinli Finance Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600327,大东方,Wuxi Commercial Mansion Grand Orient Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600336,澳柯玛,Aucma Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600351,亚宝药业,"Yabao Pharmaceutical Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600354,敦煌种业,"Gansu Dunhuang Seed Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600367,红星发展,Guizhou Redstar Developing Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600368,五洲交通,Guangxi Wuzhou Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600379,宝光股份,Shaanxi Baoguang Vacuum Electronic Apparatus Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600382,广东明珠,Guangdong Mingzhu Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600396,华电辽能,"Huadian Liaoning Energy Development Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600397,江钨装备,"Jiangxi Tungsten Rare And Precious Equipment Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600400,红豆股份,Jiangsu Hongdou Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600405,动力源,Beijing Dynamic Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600419,天润乳业,"Xinjiang Tianrun Dairy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600425,青松建化,Xinjiang Qingsong Building Materials And Chemicals (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600429,三元股份,Beijing Sanyuan Foods Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600433,冠豪高新,Guangdong Guanhao High-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600449,宁夏建材,"Ningxia Building Materials Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600467,好当家,Shandong Homey Aquatic Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600468,百利电气,Tianjin Benefo Tejing Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600469,风神股份,Aeolus Tyre Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600470,六国化工,Anhui Liuguo Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600477,杭萧钢构,"Hangxiao Steel Structure Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600479,千金药业,Zhuzhou Qianjin Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600488,津药药业,Tianjin Tianyao Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600495,晋西车轴,Jinxi Axle Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600496,精工钢构,"Changjiang & Jinggong Steel Building (Group) Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600501,航天晨光,Aerosun Corp,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600503,华丽家族,Deluxe Family Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600505,西昌电力,"Sichuan Xichang Electric Power Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600506,统一股份,"Tongyi Carbon Neutral Energy (Xinjiang) Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600510,黑牡丹,Black Peony (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600512,腾达建设,Tengda Construction Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600513,联环药业,Jiangsu Lianhuan Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600520,三佳科技,"Wenyi Suntech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600523,贵航股份,Guizhou Guihang Automotive Components Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600526,菲达环保,Zhejiang Feida Environmental Science & Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600527,江南高纤,Jiangsu Jiangnan High Polymer Fiber Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600545,卓郎智能,Saurer Intelligent Technology Co. Ltd.,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600551,时代出版,"Time Publishing and Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600558,大西洋,"Atlantic China Welding Consumables,Inc",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600569,安阳钢铁,Anyang Iron & Steel Inc,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600571,信雅达,"SUNYARD TECHNOLOGY CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600576,祥源文旅,"Zhejiang Sunriver Culture Tourism Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600590,泰豪科技,Tellhow Sci-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600592,龙溪股份,Fujian Longxi Bearing (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600593,大连圣亚,"Dalian Sunasia Tourism Holding Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600594,益佰制药,Guizhou Yibai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600603,广汇物流,"GUANGHUI LOGISTICS CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600605,汇通能源,"Shanghai Huitong Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600609,金杯汽车,Shenyang Jinbei Automotive Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600610,中毅达,"Shanghai Zhongyida Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600613,神奇制药,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600616,金枫酒业,Shanghai Jinfeng Wine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600617,国新能源,SHANXI GUOXIN ENERGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600620,天宸股份,Shanghai Tianchen Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600622,光大嘉宝,"Everbright Jiabao Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600626,申达股份,Shanghai Shenda Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600628,新世界,Shanghai New World Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600630,龙头股份,Shanghai Dragon Corporation,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600638,新黄浦,Shanghai New Huang Pu Real Estate Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600644,乐山电力,"Leshan Electric Power Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600650,锦江在线,"Shanghai Jin Jiang Online Network Service Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600653,申华控股,"Liaoning Shenhua Holdings Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600658,电子城,Beijing Electronic Zone Investment and Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600661,昂立教育,"SHANGHAI XINNANYANG ONLY EDUCATION & TECHNOLOGY CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600668,尖峰集团,Zhejiang Jianfeng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600679,上海凤凰,"SHANGHAI PHOENIX ENTERPRISE (GROUP) CO., LTD",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600681,百川能源,"Bestsun Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600684,珠江股份,Guangzhou Pearl River Industrial Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600693,东百集团,Fujian Dongbai Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600694,大商股份,Dashang Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600698,湖南天雁,"Hunan Tyen Machinery Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600708,光明地产,"BRIGHT REAL ESTATE GROUP CO.,LIMITED",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600713,南京医药,Nanjing Pharmaceutical Group Company Limited,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600714,金瑞矿业,Qinghai Jinrun Mineral Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600721,百花医药,"Xinjiang Baihuacun Pharma Tech Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600722,金牛化工,Hebei Jinniu Chemical Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600724,宁波富达,Ningbo Fuda Company Limited,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600727,鲁北化工,Shandong Lubei Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600731,湖南海利,Hunan Haili Chemical Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600736,苏州高新,Suzhou New District Hi-Tech Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600738,丽尚国潮,"LANZHOU LISHANG GUOCHAO INDUSTRIAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600742,富维股份,"Changchun FAWAY Automobile Components Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600749,西藏旅游,Tibet Shengdi Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600756,浪潮软件,"Inspur software Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600758,辽宁能源,"Liaoning Energy Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600769,祥龙电业,Wuhan Xianglong Power Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600780,通宝能源,Top Energy Co Ltd Shanxi,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600784,鲁银投资,Luyin Investment Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600785,新华百货,"Yinchuan Xinhua Commercial (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600792,云煤能源,"Yunnan Coal & Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600793,宜宾纸业,Yibin Paper Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600794,保税科技,"Zhangjiagang Freetrade Science and Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600796,钱江生化,Zhejiang Qianjiang Biochemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600798,宁波海运,Ningbo Marine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600805,悦达投资,Jiangsu Yueda Investment Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600814,杭州解百,Hangzhou Jiebai Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600819,耀皮玻璃,SYP Glass Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600822,上海物贸,Shanghai Material Trading Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600824,益民集团,"Shanghai Yimin Commercial Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600825,新华传媒,Shanghai Xinhua Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600826,兰生股份,Shanghai Lansheng Corp,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600828,茂业商业,"Maoye Commercial Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600829,人民同泰,HPGC Renmintongtai Pharmaceutical Corporation,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600830,香溢融通,Sunny Loan Top Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600833,第一医药,Shanghai No.1 Pharmacy Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600838,上海九百,Shanghai Join Buy Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600843,上工申贝,"Shang Gong Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600846,同济科技,Shanghai Tongji Science & Technology Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600851,海欣股份,Shanghai Haixin Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600853,龙建股份,Longjian Road & Bridge Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600855,航天长峰,Beijing Aerospace Changfeng Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600858,银座股份,"Silver Plaza Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600860,京城股份,Beijing Jingcheng Machinery Electric Company Limited,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600861,北京人力,"Fesco Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600865,百大集团,"Baida Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600868,梅雁吉祥,"Guangdong Meiyan Jixiang Hydropower Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600874,创业环保,Tianjin Capital Environmental Protection Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600880,博瑞传播,Chengdu B-ray Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600894,广日股份,"Guangzhou Guangri Stock Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600897,厦门空港,Xiamen International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600903,贵州燃气,Guizhou Gas Group Corporation Ltd.,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600939,重庆建工,"Chongqing Construction Engineering Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600960,渤海汽车,"Bohai Automotive Systems CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600962,国投中鲁,SDIC Zhonglu Fruit Juice Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600966,博汇纸业,Shandong Bohui Paper Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600973,宝胜股份,Baosheng Science and Technology Innovation Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600976,健民集团,"Jianmin Pharmaceutical Groups Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600979,广安爱众,Sichuan Guangan AAA Public Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600980,北矿科技,"BGRIMM Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600981,苏豪汇鸿,Jiangsu Soho High Hope Group Corporation,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600982,宁波能源,"NINGBO ENERGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600987,航民股份,Zhejiang Hangmin Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,600992,贵绳股份,Guizhou Wire Rope Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,601002,晋亿实业,"Gem-Year Industrial Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,601007,金陵饭店,Jinling Hotel Co LTd,上海证券交易所,Shanghai Stock Exchange
20260817,932000,中证2000,CSI 2000,601008,连云港,Jiangsu Lianyungang Port Co Ltd,上海证券交易所,Shanghai Stock Exchange
